Date	Close	Return
6-Apr-16	110.96	0.010418176
5-Apr-16	109.81	-0.011859099
4-Apr-16	111.12	0.010221246
1-Apr-16	109.99	0.009133318
31-Mar-16	108.99	-0.005216209
30-Mar-16	109.56	0.017308478
29-Mar-16	107.68	0.023395627
28-Mar-16	105.19	-0.004552792
24-Mar-16	105.67	-0.004343727
23-Mar-16	106.13	-0.005543824
22-Mar-16	106.72	0.007618905
21-Mar-16	105.91	-9.44153E-05
18-Mar-16	105.92	0.001133573
17-Mar-16	105.8	-0.001605516
16-Mar-16	105.97	0.013203706
15-Mar-16	104.58	0.019894427
14-Mar-16	102.52	0.002539312
11-Mar-16	102.26	0.010716319
10-Mar-16	101.17	0.00049434
9-Mar-16	101.12	0.000890428
8-Mar-16	101.03	-0.008279988
7-Mar-16	101.87	-0.01112858
4-Mar-16	103.01	0.014767272
3-Mar-16	101.5	0.007416598
2-Mar-16	100.75	0.00218601
1-Mar-16	100.53	0.038946206
29-Feb-16	96.69	-0.002272728
26-Feb-16	96.91	0.001549027
25-Feb-16	96.76	0.00684437
24-Feb-16	96.1	0.014780918
23-Feb-16	94.69	-0.022864701
22-Feb-16	96.88	0.008708328
19-Feb-16	96.04	-0.002288093
18-Feb-16	96.26	-0.019138356
17-Feb-16	98.12	0.015198485
16-Feb-16	96.64	0.027804341
12-Feb-16	93.99	0.003090204
11-Feb-16	93.7	-0.006064816
10-Feb-16	94.27	-0.007608617
9-Feb-16	94.99	-0.000210526
8-Feb-16	95.01	0.010474624
5-Feb-16	94.02	-0.027071216
4-Feb-16	96.6	0.002591346
3-Feb-16	96.35	0.019599223
2-Feb-16	94.48	-0.020429185
1-Feb-16	96.43	-0.009392648
29-Jan-16	97.34	0.033958233
28-Jan-16	94.09	0.007146316
27-Jan-16	93.42	-0.067964726
26-Jan-16	99.99	0.005515734
25-Jan-16	99.44	-0.019715863
22-Jan-16	101.42	0.051801992
21-Jan-16	96.3	-0.005075364
20-Jan-16	96.79	0.001344017
19-Jan-16	96.66	-0.004850621
15-Jan-16	97.13	-0.024308342
14-Jan-16	99.52	0.021635093
13-Jan-16	97.39	-0.02604657
12-Jan-16	99.96	0.014409036
11-Jan-16	98.53	0.016062548
8-Jan-16	96.96	0.005273783
7-Jan-16	96.45	-0.04312106
6-Jan-16	100.7	-0.019763683
5-Jan-16	102.71	-0.025378657
4-Jan-16	105.35	0.00085466
31-Dec-15	105.26	-0.019381546
30-Dec-15	107.32	-0.013144686
29-Dec-15	108.74	0.017814537
28-Dec-15	106.82	-0.011263791
24-Dec-15	108.03	-0.005354518
23-Dec-15	108.61	0.012787424
22-Dec-15	107.23	-0.00093214
21-Dec-15	107.33	0.012186128
18-Dec-15	106.03	-0.027442306
17-Dec-15	108.98	-0.021424204
16-Dec-15	111.34	0.007663564
15-Dec-15	110.49	-0.017850409
14-Dec-15	112.48	-0.006204044
11-Dec-15	113.18	-0.026075164
10-Dec-15	116.17	0.004745684
9-Dec-15	115.62	-0.022322928
8-Dec-15	118.23	-0.000422815
7-Dec-15	118.28	-0.006320867
4-Dec-15	119.03	0.032705814
3-Dec-15	115.2	-0.009331327
2-Dec-15	116.28	-0.009074628
1-Dec-15	117.34	-0.008148067
30-Nov-15	118.3	0.004150614
27-Nov-15	117.81	-0.001865672
25-Nov-15	118.03	-0.007175752
24-Nov-15	118.88	0.009550848
23-Nov-15	117.75	-0.013077596
20-Nov-15	119.3	0.004368287
19-Nov-15	118.78	0.012623542
18-Nov-15	117.29	0.031174054
17-Nov-15	113.69	-0.004300704
16-Nov-15	114.18	0.016246163
13-Nov-15	112.34	-0.029643493
12-Nov-15	115.72	-0.003364538
11-Nov-15	116.11	-0.00566817
10-Nov-15	116.77	-0.032024309
9-Nov-15	120.57	-0.004055793
6-Nov-15	121.06	0.001157121
5-Nov-15	120.92	-0.008891875
4-Nov-15	122	-0.004661251
3-Nov-15	122.57	0.011405252
2-Nov-15	121.18	0.013960672
30-Oct-15	119.5	-0.008582313
29-Oct-15	120.53	0.010508854
28-Oct-15	119.27	0.040378422
27-Oct-15	114.55	-0.006352543
26-Oct-15	115.28	-0.032431584
23-Oct-15	119.08	0.030525006
22-Oct-15	115.5	0.015179564
21-Oct-15	113.76	-8.79005E-05
20-Oct-15	113.77	0.01809362
19-Oct-15	111.73	0.00619475
16-Oct-15	111.04	-0.007357593
15-Oct-15	111.86	0.014860453
14-Oct-15	110.21	-0.014234475
13-Oct-15	111.79	0.001701061
12-Oct-15	111.6	-0.004648676
9-Oct-15	112.12	0.023645177
8-Oct-15	109.5	-0.011621703
7-Oct-15	110.78	-0.004772849
6-Oct-15	111.31	0.004772849
5-Oct-15	110.78	0.003617295
2-Oct-15	110.38	0.007274082
1-Oct-15	109.58	-0.00654905
30-Sep-15	110.3	0.011305737
29-Sep-15	109.06	-0.030521557
28-Sep-15	112.44	-0.019987458
25-Sep-15	114.71	-0.002524924
24-Sep-15	115	0.005930595
23-Sep-15	114.32	0.008080142
22-Sep-15	113.4	-0.015835159
21-Sep-15	115.21	0.015394339
18-Sep-15	113.45	-0.004134236
17-Sep-15	113.92	-0.021621995
16-Sep-15	116.41	0.001117367
15-Sep-15	116.28	0.008376922
14-Sep-15	115.31	0.009585295
11-Sep-15	114.21	0.014463609
10-Sep-15	112.57	0.021732177
9-Sep-15	110.15	-0.019419832
8-Sep-15	112.31	0.027441021
4-Sep-15	109.27	-0.010016474
3-Sep-15	110.37	-0.017691629
2-Sep-15	112.34	0.041994719
1-Sep-15	107.72	-0.045726398
31-Aug-15	112.76	-0.004689237
28-Aug-15	113.29	0.0032713
27-Aug-15	112.92	0.029021398
26-Aug-15	109.69	0.055770436
25-Aug-15	103.74	0.00599441
24-Aug-15	103.12	-0.025279017
21-Aug-15	105.76	-0.063113291
20-Aug-15	112.65	-0.020733414
19-Aug-15	115.01	-0.012872192
18-Aug-15	116.5	-0.005649249
17-Aug-15	117.16	0.010295218
14-Aug-15	115.96	0.007009678
13-Aug-15	115.15	0
