Date	Close	Return
12-Aug-16	108.18	0.002313638
11-Aug-16	107.93	-0.000648358
10-Aug-16	108	-0.007472015
9-Aug-16	108.81	0.004051944
8-Aug-16	108.37	0.008246514
5-Aug-16	107.48	0.015092857
4-Aug-16	105.87	0.000755929
3-Aug-16	105.79	0.012460331
2-Aug-16	104.48	-0.014915015
1-Aug-16	106.05	0.017502587
29-Jul-16	104.21	-0.001246704
28-Jul-16	104.34	0.013411364
27-Jul-16	102.95	0.062940317
26-Jul-16	96.67	-0.006906888
25-Jul-16	97.34	-0.013469591
22-Jul-16	98.66	-0.007774283
21-Jul-16	99.43	-0.005316227
20-Jul-16	99.96	0.000900766
19-Jul-16	99.87	0.000400601
18-Jul-16	99.83	0.010573584
15-Jul-16	98.78	-0.00010123
14-Jul-16	98.79	0.019626512
13-Jul-16	96.87	-0.005661655
12-Jul-16	97.42	0.004526757
11-Jul-16	96.98	0.003098216
8-Jul-16	96.68	0.00768356
7-Jul-16	95.94	0.004282662
6-Jul-16	95.53	0.005668711
5-Jul-16	94.99	-0.009430078
1-Jul-16	95.89	0.003028881
30-Jun-16	95.6	0.012631747
29-Jun-16	94.4	0.008617533
28-Jun-16	93.59	0.016700275
27-Jun-16	92.04	-0.01466808
24-Jun-16	93.4	-0.028497971
23-Jun-16	96.1	0.005739645
22-Jun-16	95.55	-0.003760581
21-Jun-16	95.91	0.008481282
20-Jun-16	95.1	-0.002415587
17-Jun-16	95.33	-0.023020511
16-Jun-16	97.55	0.00421183
15-Jun-16	97.14	-0.0032888
14-Jun-16	97.46	0.001232033
13-Jun-16	97.34	-0.015191198
10-Jun-16	98.83	-0.008262844
9-Jun-16	99.65	0.007150441
8-Jun-16	98.94	-0.000909229
7-Jun-16	99.03	0.00404736
6-Jun-16	98.63	0.007224656
3-Jun-16	97.92	0.002044572
2-Jun-16	97.72	-0.007544128
1-Jun-16	98.46	-0.014118831
31-May-16	99.86	-0.00489487
27-May-16	100.35	-0.000597729
26-May-16	100.41	0.007898856
25-May-16	99.62	0.017416398
24-May-16	97.9	0.015129193
23-May-16	96.43	0.012627353
20-May-16	95.22	0.010769822
19-May-16	94.2	-0.003814372
18-May-16	94.56	0.011380075
17-May-16	93.49	-0.004162892
16-May-16	93.88	0.03644655
13-May-16	90.52	0.001990491
12-May-16	90.34	-0.023736417
11-May-16	92.51	-0.009788708
10-May-16	93.42	0.00676658
9-May-16	92.79	0.000754676
6-May-16	92.72	-0.005592615
5-May-16	93.24	-0.010137205
4-May-16	94.19	-0.010455817
3-May-16	95.18	0.016312193
2-May-16	93.64	-0.00106735
29-Apr-16	93.74	-0.011560822
28-Apr-16	94.83	-0.03104324
27-Apr-16	97.82	-0.064621578
26-Apr-16	104.35	-0.006971331
25-Apr-16	105.08	-0.005693695
22-Apr-16	105.68	-0.002740375
21-Apr-16	105.97	-0.010887015
20-Apr-16	107.13	0.002055691
19-Apr-16	106.91	-0.005317425
18-Apr-16	107.48	-0.021811015
15-Apr-16	109.85	-0.020275531
14-Apr-16	112.1	0.00053538
13-Apr-16	112.04	0.014383563
12-Apr-16	110.44	0.012941035
11-Apr-16	109.02	0.003307611
8-Apr-16	108.66	0.001104972
7-Apr-16	108.54	-0.022051007
