Date,Close,Return
8/12/2015,115.239998,0
8/13/2015,115.150002,0.000781249
8/14/2015,115.959999,-0.007009652
8/17/2015,117.160004,-0.010295261
8/18/2015,116.5,0.005649283
8/19/2015,115.010002,0.012872175
8/20/2015,112.650002,0.020733414
8/21/2015,105.760002,0.06311329
8/24/2015,103.120003,0.025279007
8/25/2015,103.739998,-0.005994362
8/26/2015,109.690002,-0.055770474
8/27/2015,112.919998,-0.029021362
8/28/2015,113.290001,-0.003271326
8/31/2015,112.760002,0.004689228
9/1/2015,107.720001,0.045726407
9/2/2015,112.339996,-0.041994674
9/3/2015,110.370003,0.017691567
9/4/2015,109.269997,0.010016529
9/8/2015,112.309998,-0.027441031
9/9/2015,110.150002,0.019419796
9/10/2015,112.57,-0.021732159
9/11/2015,114.209999,-0.0144636
9/14/2015,115.309998,-0.009585286
9/15/2015,116.279999,-0.008376931
9/16/2015,116.410004,-0.00111741
9/17/2015,113.919998,0.021622047
9/18/2015,113.449997,0.004134245
9/21/2015,115.209999,-0.015394357
9/22/2015,113.400002,0.015835132
9/23/2015,114.32,-0.008080125
9/24/2015,115,-0.005930595
9/25/2015,114.709999,0.002524933
9/28/2015,112.440002,0.019987432
9/29/2015,109.059998,0.030521593
9/30/2015,110.300003,-0.011305782
10/1/2015,109.580002,0.006549059
10/2/2015,110.379997,-0.007274036
10/5/2015,110.779999,-0.003617313
10/6/2015,111.309998,-0.00477284
10/7/2015,110.779999,0.00477284
10/8/2015,109.5,0.011621694
10/9/2015,112.120003,-0.023645204
10/12/2015,111.599998,0.004648721
10/13/2015,111.790001,-0.001701088
10/14/2015,110.209999,0.014234493
10/15/2015,111.860001,-0.014860471
10/16/2015,111.040001,0.007357593
10/19/2015,111.730003,-0.006194768
10/20/2015,113.769997,-0.018093567
10/21/2015,113.760002,8.78565E-05
10/22/2015,115.5,-0.015179546
10/23/2015,119.080002,-0.030525023
10/26/2015,115.279999,0.03243161
10/27/2015,114.550003,0.006352508
10/28/2015,119.269997,-0.04037837
10/29/2015,120.529999,-0.010508871
10/30/2015,119.5,0.008582305
11/2/2015,121.18,-0.013960672
11/3/2015,122.57,-0.011405252
11/4/2015,122,0.004661251
11/5/2015,120.919998,0.008891891
11/6/2015,121.059998,-0.001157121
11/9/2015,120.57,0.004055777
11/10/2015,116.769997,0.032024335
11/11/2015,116.110001,0.005668136
11/12/2015,115.720001,0.003364538
11/13/2015,112.339996,0.029643537
11/16/2015,114.18,-0.016246199
11/17/2015,113.690002,0.004300687
11/18/2015,117.290001,-0.031174045
11/19/2015,118.779999,-0.012623525
11/20/2015,119.300003,-0.00436832
11/23/2015,117.75,0.013077621
11/24/2015,118.879997,-0.009550823
11/25/2015,118.029999,0.007175735
11/27/2015,117.809998,0.001865681
11/30/2015,118.300003,-0.004150656
12/1/2015,117.339996,0.008148127
12/2/2015,116.279999,0.009074602
12/3/2015,115.199997,0.009331345
12/4/2015,119.029999,-0.032705832
12/7/2015,118.279999,0.006320867
12/8/2015,118.230003,0.000422781
12/9/2015,115.620003,0.022322928
12/10/2015,116.169998,-0.004745641
12/11/2015,113.18,0.026075147
12/14/2015,112.480003,0.006204017
12/15/2015,110.489998,0.017850454
12/16/2015,111.339996,-0.007663546
12/17/2015,108.980003,0.02142414
12/18/2015,106.029999,0.027442343
12/21/2015,107.330002,-0.012186156
12/22/2015,107.230003,0.000932131
12/23/2015,108.610001,-0.012787405
12/24/2015,108.029999,0.005354536
12/28/2015,106.82,0.011263782
12/29/2015,108.739998,-0.017814518
12/30/2015,107.32,0.013144668
12/31/2015,105.260002,0.019381527
1/4/2016,105.349998,-0.000854622
1/5/2016,102.709999,0.025378648
1/6/2016,100.699997,0.019763704
1/7/2016,96.449997,0.043121062
1/8/2016,96.959999,-0.005273804
1/11/2016,98.529999,-0.016062548
1/12/2016,99.959999,-0.014409036
1/13/2016,97.389999,0.02604657
1/14/2016,99.519997,-0.021635073
1/15/2016,97.129997,0.024308342
1/19/2016,96.660004,0.004850549
1/20/2016,96.790001,-0.001343986
1/21/2016,96.300003,0.005075344
1/22/2016,101.419998,-0.051801941
1/25/2016,99.440002,0.019715823
1/26/2016,99.989998,-0.005515694
